,prompt,label1,label2,distractor1,distractor2,length,plural_match,predicted_token0k,label_prob0k,distractor_prob0k,diff_prob0k,top_prob0k,correct0k,predicted_token20k,label_prob20k,distractor_prob20k,diff_prob20k,top_prob20k,correct20k,predicted_token40k,label_prob40k,distractor_prob40k,diff_prob40k,top_prob40k,correct40k,predicted_token60k,label_prob60k,distractor_prob60k,diff_prob60k,top_prob60k,correct60k,predicted_token80k,label_prob80k,distractor_prob80k,diff_prob80k,top_prob80k,correct80k,predicted_token100k,label_prob100k,distractor_prob100k,diff_prob100k,top_prob100k,correct100k,predicted_token120k,label_prob120k,distractor_prob120k,diff_prob120k,top_prob120k,correct120k,predicted_token140k,label_prob140k,distractor_prob140k,diff_prob140k,top_prob140k,correct140k,predicted_token160k,label_prob160k,distractor_prob160k,diff_prob160k,top_prob160k,correct160k,predicted_token180k,label_prob180k,distractor_prob180k,diff_prob180k,top_prob180k,correct180k,predicted_token200k,label_prob200k,distractor_prob200k,diff_prob200k,top_prob200k,correct200k,predicted_token300k,label_prob300k,distractor_prob300k,diff_prob300k,top_prob300k,correct300k,predicted_token400k,label_prob400k,distractor_prob400k,diff_prob400k,top_prob400k,correct400k,predicted_token500k,label_prob500k,distractor_prob500k,diff_prob500k,top_prob500k,correct500k,predicted_token600k,label_prob600k,distractor_prob600k,diff_prob600k,top_prob600k,correct600k,predicted_token700k,label_prob700k,distractor_prob700k,diff_prob700k,top_prob700k,correct700k,predicted_token800k,label_prob800k,distractor_prob800k,diff_prob800k,top_prob800k,correct800k,predicted_token900k,label_prob900k,distractor_prob900k,diff_prob900k,top_prob900k,correct900k,predicted_token1000k,label_prob1000k,distractor_prob1000k,diff_prob1000k,top_prob1000k,correct1000k,predicted_token1100k,label_prob1100k,distractor_prob1100k,diff_prob1100k,top_prob1100k,correct1100k,predicted_token1200k,label_prob1200k,distractor_prob1200k,diff_prob1200k,top_prob1200k,correct1200k,predicted_token1300k,label_prob1300k,distractor_prob1300k,diff_prob1300k,top_prob1300k,correct1300k,predicted_token1400k,label_prob1400k,distractor_prob1400k,diff_prob1400k,top_prob1400k,correct1400k,predicted_token1500k,label_prob1500k,distractor_prob1500k,diff_prob1500k,top_prob1500k,correct1500k,predicted_token1600k,label_prob1600k,distractor_prob1600k,diff_prob1600k,top_prob1600k,correct1600k,predicted_token1700k,label_prob1700k,distractor_prob1700k,diff_prob1700k,top_prob1700k,correct1700k,predicted_token1800k,label_prob1800k,distractor_prob1800k,diff_prob1800k,top_prob1800k,correct1800k,predicted_token1900k,label_prob1900k,distractor_prob1900k,diff_prob1900k,top_prob1900k,correct1900k,predicted_token2000k,label_prob2000k,distractor_prob2000k,diff_prob2000k,top_prob2000k,correct2000k
0,"The tourist hired the guides that the locals angered due to a misunderstanding. Therefore, the locals angered the [MASK]",guides,guides,tourist,tourist,short,mismatch,guides,0.6786583662033081,0.32134169340133667,0.35731667280197144,##eral,True,tourist,0.0871272012591362,0.9128727912902832,-0.825745590031147,locals,False,tourist,0.2849980890750885,0.7150018811225891,-0.4300037920475006,locals,False,tourist,0.07715222984552383,0.9228476881980896,-0.8456954583525658,locals,False,tourist,0.026245536282658577,0.9737544059753418,-0.9475088696926832,locals,False,tourist,0.030040955170989037,0.9699591398239136,-0.9399181846529245,tourist,False,tourist,0.022375067695975304,0.9776248931884766,-0.9552498254925013,tourist,False,tourist,0.004750791937112808,0.9952491521835327,-0.9904983602464199,tourist,False,tourist,0.1064656600356102,0.8935343623161316,-0.7870687022805214,tourists,False,tourist,0.006341508124023676,0.9936584830284119,-0.9873169749043882,tourist,False,tourist,0.012748116627335548,0.987251877784729,-0.9745037611573935,tourist,False,tourist,0.2936619520187378,0.7063379883766174,-0.41267603635787964,tourists,False,tourist,0.3018318712711334,0.6981680393218994,-0.396336168050766,tourists,False,tourist,0.204116091132164,0.7958839535713196,-0.5917678624391556,tourists,False,tourist,0.025721454992890358,0.9742785096168518,-0.9485570546239614,tourists,False,tourist,0.03938779979944229,0.9606122374534607,-0.9212244376540184,tourists,False,tourist,0.010137413628399372,0.9898625612258911,-0.9797251475974917,tourists,False,tourist,0.03220463544130325,0.9677953124046326,-0.9355906769633293,tourist,False,tourist,0.019622065126895905,0.9803779721260071,-0.9607559069991112,tourists,False,tourist,0.005756722297519445,0.994243323802948,-0.9884866015054286,tourist,False,tourist,0.007026255130767822,0.9929736852645874,-0.9859474301338196,tourist,False,tourist,0.0005424752598628402,0.9994575381278992,-0.9989150628680363,tourist,False,tourist,0.0015426750760525465,0.9984573125839233,-0.9969146375078708,tourist,False,tourist,0.0011240971507504582,0.9988759160041809,-0.9977518188534304,tourist,False,tourist,0.0010708343470469117,0.9989292025566101,-0.9978583682095632,tourist,False,tourist,0.0009774666978046298,0.9990224838256836,-0.998045017127879,tourist,False,tourist,0.0018593018176034093,0.9981406927108765,-0.9962813908932731,tourist,False,tourist,0.0018130532698705792,0.9981870055198669,-0.9963739522499964,tourist,False,tourist,0.0012569244718179107,0.9987431168556213,-0.9974861923838034,tourist,False
1,"The tourists hired the guides that the locals angered due to a misunderstanding. Therefore, the locals angered the [MASK]",guides,guides,tourists,tourists,short,match,tourists,0.4457998275756836,0.5542001724243164,-0.10840034484863281,##eral,False,tourists,0.012516858987510204,0.9874831438064575,-0.9749662848189473,locals,False,tourists,0.1301478147506714,0.8698522448539734,-0.739704430103302,locals,False,tourists,0.03823525458574295,0.9617646932601929,-0.9235294386744499,locals,False,tourists,0.01595824770629406,0.9840418100357056,-0.9680835623294115,locals,False,tourists,0.33463189005851746,0.6653680801391602,-0.3307361900806427,locals,False,tourists,0.037422098219394684,0.9625778794288635,-0.9251557812094688,tourists,False,tourists,0.05316423624753952,0.9468357563018799,-0.8936715200543404,tourists,False,tourists,0.10411890596151352,0.8958811163902283,-0.7917622104287148,tourists,False,tourists,0.024140188470482826,0.9758598208427429,-0.9517196323722601,locals,False,tourists,0.10765733569860458,0.8923426270484924,-0.7846852913498878,tourists,False,tourists,0.24844425916671753,0.7515557408332825,-0.5031114816665649,tourists,False,tourists,0.11415406316518784,0.8858458995819092,-0.7716918364167213,tourists,False,tourists,0.12352195382118225,0.8764780163764954,-0.7529560625553131,tourists,False,tourists,0.035244230180978775,0.9647558331489563,-0.9295116029679775,tourists,False,tourists,0.03206443041563034,0.9679356217384338,-0.9358711913228035,tourists,False,tourists,0.013363382779061794,0.9866366982460022,-0.9732733154669404,tourists,False,tourists,0.02182665280997753,0.9781733155250549,-0.9563466627150774,tourists,False,tourists,0.00911532063037157,0.9908847212791443,-0.9817694006487727,tourists,False,tourists,0.010622235015034676,0.9893777966499329,-0.9787555616348982,tourists,False,tourists,0.009533528238534927,0.9904664754867554,-0.9809329472482204,tourists,False,tourists,0.0024984516203403473,0.99750155210495,-0.9950031004846096,tourists,False,tourists,0.0026513657066971064,0.9973486661911011,-0.994697300484404,tourists,False,tourists,0.00407254695892334,0.9959275126457214,-0.9918549656867981,tourists,False,tourists,0.003622045274823904,0.9963780045509338,-0.9927559592761099,tourists,False,tourists,0.008451754227280617,0.9915482401847839,-0.9830964859575033,tourists,False,tourists,0.011021950282156467,0.9889779686927795,-0.9779560184106231,tourists,False,tourists,0.008183969184756279,0.9918161034584045,-0.9836321342736483,tourists,False,tourists,0.007372959051281214,0.9926270842552185,-0.9852541252039373,tourists,False
2,"The tourist hired the guides that two days ago the locals from the nearby village angered due to a misunderstanding. Therefore, the locals angered the [MASK]",guides,guides,tourist,tourist,long,mismatch,guides,0.5745202302932739,0.4254797399044037,0.14904049038887024,##gami,True,tourist,0.2237631231546402,0.776236891746521,-0.5524737685918808,locals,False,tourist,0.23813797533512115,0.7618619799613953,-0.5237240046262741,locals,False,tourist,0.38114285469055176,0.6188571453094482,-0.23771429061889648,locals,False,tourist,0.014031879603862762,0.9859681129455566,-0.9719362333416939,locals,False,tourist,0.0341205969452858,0.9658793210983276,-0.9317587241530418,locals,False,tourist,0.08297041803598404,0.917029619216919,-0.8340592011809349,tourists,False,tourist,0.016565952450037003,0.9834340810775757,-0.9668681286275387,tourist,False,tourist,0.17090193927288055,0.8290979862213135,-0.6581960469484329,locals,False,tourist,0.005849386099725962,0.9941505789756775,-0.9883011928759515,tourist,False,tourist,0.019005507230758667,0.9809945225715637,-0.961989015340805,tourist,False,tourist,0.36883875727653503,0.6311612725257874,-0.2623225152492523,locals,False,tourist,0.3021976947784424,0.6978023052215576,-0.39560461044311523,locals,False,tourist,0.09454246610403061,0.9054575562477112,-0.8109150901436806,locals,False,tourist,0.0381462462246418,0.9618538022041321,-0.9237075559794903,locals,False,tourist,0.03109859861433506,0.9689013957977295,-0.9378027971833944,locals,False,tourist,0.004455662798136473,0.9955443739891052,-0.9910887111909688,locals,False,tourist,0.015807460993528366,0.9841926097869873,-0.9683851487934589,tourist,False,tourist,0.006220334675163031,0.993779718875885,-0.987559384200722,tourists,False,tourist,0.009858179837465286,0.9901418089866638,-0.9802836291491985,tourist,False,tourist,0.011456692591309547,0.9885432720184326,-0.9770865794271231,tourist,False,tourist,0.0005274236318655312,0.9994726777076721,-0.9989452540758066,tourist,False,tourist,0.0008963549043983221,0.9991036057472229,-0.9982072508428246,tourists,False,tourist,0.001164447981864214,0.9988355040550232,-0.997671056073159,tourist,False,tourist,0.0010979081271216273,0.9989020824432373,-0.9978041743161157,tourist,False,tourist,0.0006939300801604986,0.9993060827255249,-0.9986121526453644,tourist,False,tourist,0.0007554769399575889,0.9992445707321167,-0.9984890937921591,tourist,False,tourist,0.0009484676411375403,0.9990515112876892,-0.9981030436465517,tourist,False,tourist,0.0006486485945060849,0.9993513226509094,-0.9987026740564033,tourist,False
3,"The tourists hired the guides who two days ago the locals from the nearby village angered due to a misunderstanding. Therefore, the locals angered the [MASK]",guides,guides,tourists,tourists,long,match,guides,0.5326269268989563,0.4673731029033661,0.06525382399559021,##gami,True,tourists,0.010552360676229,0.9894475936889648,-0.9788952330127358,locals,False,tourists,0.06794722378253937,0.932052731513977,-0.8641055077314377,locals,False,tourists,0.09963212162256241,0.900367796421051,-0.8007356747984886,locals,False,tourists,0.012282116338610649,0.987717866897583,-0.9754357505589724,locals,False,tourists,0.17978017032146454,0.8202198147773743,-0.6404396444559097,locals,False,tourists,0.14112934470176697,0.8588706851005554,-0.7177413403987885,tourists,False,tourists,0.30190223455429077,0.6980977654457092,-0.39619553089141846,locals,False,tourists,0.12722738087177277,0.8727726340293884,-0.7455452531576157,locals,False,tourists,0.04140057787299156,0.9585994482040405,-0.917198870331049,locals,False,tourists,0.3971668481826782,0.6028331518173218,-0.20566630363464355,tourists,False,tourists,0.48334357142448425,0.5166564583778381,-0.03331288695335388,locals,False,tourists,0.3644773066043854,0.635522723197937,-0.27104541659355164,locals,False,tourists,0.26577532291412354,0.7342246770858765,-0.46844935417175293,locals,False,tourists,0.2506639063358307,0.7493361234664917,-0.498672217130661,locals,False,tourists,0.10398857295513153,0.896011471748352,-0.7920228987932205,locals,False,tourists,0.02719581127166748,0.9728041887283325,-0.945608377456665,tourists,False,tourists,0.08206868916749954,0.917931318283081,-0.8358626291155815,tourists,False,tourists,0.05744604021310806,0.9425539970397949,-0.8851079568266869,tourists,False,tourists,0.13575084507465363,0.8642491698265076,-0.7284983247518539,tourists,False,tourists,0.08437176793813705,0.9156281352043152,-0.8312563672661781,tourists,False,tourists,0.01093297079205513,0.9890670776367188,-0.9781341068446636,tourists,False,tourists,0.0018126450013369322,0.9981873631477356,-0.9963747181463987,tourists,False,tourists,0.008386027067899704,0.9916139841079712,-0.9832279570400715,tourists,False,tourists,0.005940612871199846,0.9940593242645264,-0.9881187113933265,tourists,False,tourists,0.009358512237668037,0.9906415343284607,-0.9812830220907927,tourists,False,tourists,0.01519335713237524,0.9848065972328186,-0.9696132401004434,tourists,False,tourists,0.01478367019444704,0.9852162599563599,-0.9704325897619128,tourists,False,tourists,0.01292752381414175,0.9870725274085999,-0.9741450035944581,tourists,False
4,"The coach removed the gymnasts that the fans disrespected because of the recent losses. Therefore, the fans disrespected the [MASK]",gymnasts,gymnasts,coach,coach,short,mismatch,coach,0.4404028654098511,0.5595971345901489,-0.11919426918029785,compounds,False,coach,0.15933988988399506,0.8406601548194885,-0.6813202649354935,fans,False,coach,0.30057913064956665,0.6994208097457886,-0.3988416790962219,players,False,gymnasts,0.5792319178581238,0.4207680821418762,0.15846383571624756,team,True,coach,0.3958152234554291,0.6041848063468933,-0.20836958289146423,coach,False,coach,0.05951167643070221,0.9404882788658142,-0.880976602435112,players,False,gymnasts,0.8482692837715149,0.15173079073429108,0.6965384930372238,gymnast,True,coach,0.010972672142088413,0.9890273809432983,-0.9780547088012099,fans,False,gymnasts,0.607186496257782,0.39281347393989563,0.21437302231788635,team,True,gymnasts,0.9687961339950562,0.031203916296362877,0.9375922176986933,gymnast,True,gymnasts,0.9533963203430176,0.046603597700595856,0.9067927226424217,gymnast,True,gymnasts,0.8596698045730591,0.14033013582229614,0.7193396687507629,gymnast,True,coach,0.043927863240242004,0.956072211265564,-0.912144348025322,team,False,gymnasts,0.9323543310165405,0.06764575093984604,0.8647085800766945,gymnast,True,gymnasts,0.6574994325637817,0.34250056743621826,0.3149988651275635,coaches,True,coach,0.2360805720090866,0.763919472694397,-0.5278389006853104,coaches,False,gymnasts,0.9158670902252197,0.08413282036781311,0.8317342698574066,gymnast,True,coach,0.0007140869274735451,0.9992859959602356,-0.998571909032762,fans,False,coach,0.002971207955852151,0.9970288872718811,-0.994057679316029,fans,False,coach,0.001702418434433639,0.9982975125312805,-0.9965950940968469,coach,False,coach,0.010068538598716259,0.9899314641952515,-0.9798629255965352,coach,False,coach,0.4461856186389923,0.5538143515586853,-0.107628732919693,coach,False,coach,0.36086222529411316,0.6391378045082092,-0.27827557921409607,coach,False,coach,0.4353552460670471,0.5646448135375977,-0.12928956747055054,coach,False,gymnasts,0.547386646270752,0.4526134729385376,0.09477317333221436,fans,True,coach,0.16989804804325104,0.8301019072532654,-0.6602038592100143,coach,False,coach,0.2124340981245041,0.7875658273696899,-0.5751317292451859,coach,False,coach,0.2772805988788605,0.7227194309234619,-0.44543883204460144,coach,False,coach,0.12130089104175568,0.8786990642547607,-0.7573981732130051,coach,False
5,"The coaches removed the gymnasts that the fans disrespected because of the recent losses. Therefore, the fans disrespected the [MASK]",gymnasts,gymnasts,coaches,coaches,short,match,coaches,0.49709299206733704,0.5029070377349854,-0.005814045667648315,[unused3],False,coaches,0.23510856926441193,0.7648914456367493,-0.5297828763723373,fans,False,gymnasts,0.5980859994888306,0.4019140601158142,0.19617193937301636,players,True,gymnasts,0.5418940782546997,0.4581058919429779,0.0837881863117218,team,True,gymnasts,0.5997166037559509,0.4002833962440491,0.19943320751190186,gymnast,True,coaches,0.078987717628479,0.9210123419761658,-0.8420246243476868,players,False,coaches,0.36910074949264526,0.6308992505073547,-0.2617985010147095,coaches,False,coaches,0.016124319285154343,0.983875572681427,-0.9677512533962727,coaches,False,coaches,0.18999704718589783,0.8100029826164246,-0.6200059354305267,fans,False,gymnasts,0.888457715511322,0.1115422397851944,0.7769154757261276,gymnast,True,gymnasts,0.9654640555381775,0.03453588858246803,0.9309281669557095,gymnast,True,gymnasts,0.64399254322052,0.35600751638412476,0.28798502683639526,gymnast,True,coaches,0.03611734136939049,0.9638826251029968,-0.9277652837336063,coaches,False,gymnasts,0.6322176456451416,0.3677823841571808,0.2644352614879608,gymnast,True,coaches,0.1923946887254715,0.8076053261756897,-0.6152106374502182,coaches,False,coaches,0.024860424920916557,0.9751395583152771,-0.9502791333943605,coaches,False,gymnasts,0.825648307800293,0.17435181140899658,0.6512964963912964,gymnast,True,coaches,0.0002508295001462102,0.9997492432594299,-0.9994984137592837,fans,False,coaches,0.0018707455601543188,0.9981293082237244,-0.99625856266357,fans,False,coaches,0.00014589456259272993,0.9998540878295898,-0.9997081932669971,coaches,False,coaches,0.007088657934218645,0.9929113984107971,-0.9858227404765785,coaches,False,gymnasts,0.5314316153526306,0.4685683250427246,0.062863290309906,coach,True,coaches,0.22449587285518646,0.7755041122436523,-0.5510082393884659,fans,False,coaches,0.24053864181041718,0.7594614028930664,-0.5189227610826492,coaches,False,coaches,0.2552088499069214,0.7447911500930786,-0.4895823001861572,fans,False,coaches,0.10295914858579636,0.8970409035682678,-0.7940817549824715,fans,False,coaches,0.11999017745256424,0.8800098896026611,-0.7600197121500969,fans,False,coaches,0.19965757429599762,0.8003423810005188,-0.6006848067045212,fans,False,coaches,0.09342022985219955,0.9065797924995422,-0.8131595626473427,fans,False
6,"The coach removed the gymnasts that last week the loud and disappointed fans disrespected because of the recent losses. Therefore, the fans disrespected the [MASK]",gymnasts,gymnasts,coach,coach,long,mismatch,coach,0.4457457661628723,0.5542541742324829,-0.1085084080696106,[unused3],False,coach,0.16199994087219238,0.8379999995231628,-0.6760000586509705,coach,False,coach,0.02275620773434639,0.9772437810897827,-0.9544875733554363,coach,False,coach,0.3082650601863861,0.6917349100112915,-0.3834698498249054,loss,False,coach,0.4510572850704193,0.5489426851272583,-0.09788540005683899,coach,False,coach,0.012578793801367283,0.9874211549758911,-0.9748423611745238,coach,False,coach,0.16615813970565796,0.8338419198989868,-0.6676837801933289,coaches,False,coach,0.008164415135979652,0.9918355941772461,-0.9836711790412664,team,False,coach,0.15115103125572205,0.8488489389419556,-0.6976979076862335,coaches,False,gymnasts,0.8550689816474915,0.14493101835250854,0.7101379632949829,team,True,gymnasts,0.9683751463890076,0.031624872237443924,0.9367502741515636,gymnast,True,gymnasts,0.7642011046409607,0.23579885065555573,0.528402253985405,gymnast,True,coach,0.3387497067451477,0.6612502932548523,-0.3225005865097046,coaches,False,gymnasts,0.5390548706054688,0.4609450697898865,0.07810980081558228,coaches,True,coach,0.21732892096042633,0.7826710939407349,-0.5653421729803085,coaches,False,coach,0.26739779114723206,0.7326021790504456,-0.4652043879032135,coaches,False,gymnasts,0.5305622816085815,0.46943771839141846,0.061124563217163086,coaches,True,coach,0.045677416026592255,0.9543225765228271,-0.9086451604962349,coach,False,coach,0.018949978053569794,0.9810500741004944,-0.9621000960469246,coach,False,coach,0.0013914959272369742,0.9986085295677185,-0.9972170336404815,coach,False,coach,0.03282906487584114,0.9671708941459656,-0.9343418292701244,coach,False,coach,0.22228547930717468,0.7777145504951477,-0.555429071187973,coach,False,coach,0.16431540250778198,0.8356845378875732,-0.6713691353797913,coach,False,coach,0.28286969661712646,0.7171303033828735,-0.43426060676574707,coach,False,coach,0.11801120638847351,0.8819888234138489,-0.7639776170253754,coach,False,coach,0.05983161926269531,0.9401683807373047,-0.8803367614746094,coach,False,coach,0.09268320351839066,0.9073167443275452,-0.8146335408091545,coach,False,coach,0.0751810148358345,0.9248190522193909,-0.8496380373835564,coach,False,coach,0.07932259142398834,0.9206773638725281,-0.8413547724485397,coach,False
7,"The coaches removed the gymnasts that last week the loud and disappointed fans disrespected because of the recent losses. Therefore, the fans disrespected the [MASK]",gymnasts,gymnasts,coaches,coaches,long,match,coaches,0.4735114872455597,0.5264885425567627,-0.052977055311203,[unused3],False,coaches,0.12170492112636566,0.8782951235771179,-0.7565902024507523,coaches,False,coaches,0.06592337787151337,0.9340766668319702,-0.8681532889604568,coaches,False,coaches,0.26817867159843445,0.7318212985992432,-0.4636426270008087,loss,False,gymnasts,0.5787214040756226,0.42127862572669983,0.15744277834892273,gymnast,True,coaches,0.02337118797004223,0.9766287207603455,-0.9532575327903032,coaches,False,coaches,0.054215479642152786,0.9457845687866211,-0.8915690891444683,coaches,False,coaches,0.01935187168419361,0.9806481003761292,-0.9612962286919355,results,False,coaches,0.04105275869369507,0.9589473009109497,-0.9178945422172546,coaches,False,coaches,0.4503520727157593,0.5496479272842407,-0.09929585456848145,coaches,False,gymnasts,0.9587162733078003,0.04128366708755493,0.9174326062202454,gymnast,True,gymnasts,0.534035861492157,0.46596407890319824,0.06807178258895874,gymnast,True,coaches,0.08539945632219315,0.9146004915237427,-0.8292010352015495,coaches,False,coaches,0.18679924309253693,0.8132007122039795,-0.6264014691114426,coaches,False,coaches,0.07221606373786926,0.9277838468551636,-0.8555677831172943,coaches,False,coaches,0.14401096105575562,0.8559890389442444,-0.7119780778884888,coaches,False,coaches,0.23663656413555145,0.7633634805679321,-0.5267269164323807,coaches,False,coaches,0.008470168337225914,0.9915298223495483,-0.9830596540123224,coaches,False,coaches,0.007541789207607508,0.9924582242965698,-0.9849164350889623,coaches,False,coaches,0.00204974552616477,0.9979502558708191,-0.9959005103446543,coaches,False,coaches,0.03109976090490818,0.968900203704834,-0.9378004427999258,coaches,False,coaches,0.37166181206703186,0.628338098526001,-0.2566762864589691,coach,False,coaches,0.21808670461177826,0.7819132804870605,-0.5638265758752823,coach,False,coaches,0.2045469582080841,0.7954530715942383,-0.5909061133861542,coaches,False,coaches,0.08600728958845139,0.9139926433563232,-0.8279853537678719,coaches,False,coaches,0.11458498984575272,0.8854150176048279,-0.7708300277590752,coach,False,coaches,0.20161359012126923,0.7983864545822144,-0.5967728644609451,coach,False,coaches,0.10868752747774124,0.8913124799728394,-0.7826249524950981,coach,False,coaches,0.12134720385074615,0.878652811050415,-0.7573056071996689,coach,False
8,"The agent discovered the producers that the musicians excited following the success of the album. Therefore, the musicians excited the [MASK]",producers,producers,agent,agent,short,mismatch,producers,0.6061756014823914,0.39382442831993103,0.21235117316246033,44,True,producers,0.9204453825950623,0.07955461740493774,0.8408907651901245,album,True,producers,0.9971191883087158,0.002880732761695981,0.9942384555470198,producers,True,producers,0.9717526435852051,0.028247350826859474,0.9435052927583456,producers,True,producers,0.9913875460624695,0.008612551726400852,0.9827749943360686,producers,True,producers,0.9915551543235779,0.008444953709840775,0.9831102006137371,producers,True,producers,0.9515228271484375,0.0484771728515625,0.903045654296875,producers,True,producers,0.8684326410293579,0.13156738877296448,0.7368652522563934,producers,True,producers,0.998187243938446,0.0018128358060494065,0.9963744081323966,producers,True,producers,0.9852083921432495,0.014791682362556458,0.970416709780693,producers,True,producers,0.9775612950325012,0.022438688203692436,0.9551226068288088,producers,True,producers,0.8155383467674255,0.1844615787267685,0.631076768040657,album,True,producers,0.9424855709075928,0.05751447379589081,0.884971097111702,producers,True,producers,0.9961609840393066,0.003839074168354273,0.9923219098709524,producers,True,producers,0.9897275567054749,0.010272406972944736,0.9794551497325301,producers,True,producers,0.9843674302101135,0.01563262566924095,0.9687348045408726,music,True,producers,0.9919641017913818,0.008036000654101372,0.9839281011372805,music,True,producers,0.9987068176269531,0.0012932054232805967,0.9974136122036725,producers,True,producers,0.9683230519294739,0.03167685121297836,0.9366462007164955,album,True,producers,0.6954657435417175,0.30453428626060486,0.39093145728111267,producers,True,producers,0.6942230463027954,0.30577701330184937,0.38844603300094604,album,True,producers,0.8896504044532776,0.1103496178984642,0.7793007865548134,album,True,producers,0.9202020764350891,0.07979798316955566,0.8404040932655334,album,True,producers,0.6410176157951355,0.3589824438095093,0.2820351719856262,album,True,producers,0.558481752872467,0.44151830673217773,0.1169634461402893,album,True,producers,0.6808359026908875,0.31916406750679016,0.3616718351840973,album,True,producers,0.8550124764442444,0.1449875831604004,0.710024893283844,album,True,producers,0.6710255146026611,0.3289744257926941,0.34205108880996704,album,True,producers,0.6582311391830444,0.34176892042160034,0.3164622187614441,album,True
9,"The agents discovered the producers that the musicians excited following the success of the album. Therefore, the musicians excited the [MASK]",producers,producers,agents,agents,short,match,producers,0.5427631139755249,0.4572369456291199,0.08552616834640503,44,True,producers,0.9970167875289917,0.0029832872096449137,0.9940335003193468,album,True,producers,0.9985525012016296,0.0014475652715191245,0.9971049359301105,producers,True,producers,0.9884722232818604,0.011527813039720058,0.9769444102421403,producers,True,producers,0.9968348145484924,0.0031652161851525307,0.9936695983633399,producers,True,producers,0.9971267580986023,0.0028733108192682266,0.9942534472793341,producers,True,producers,0.9514096975326538,0.04859026148915291,0.9028194360435009,producers,True,producers,0.8291212916374207,0.17087870836257935,0.6582425832748413,producers,True,producers,0.9822774529457092,0.017722487449645996,0.9645549654960632,producers,True,producers,0.9924697279930115,0.0075301979668438435,0.9849395300261676,producers,True,producers,0.9227672815322876,0.07723277807235718,0.8455345034599304,producers,True,producers,0.8027927875518799,0.1972072422504425,0.6055855453014374,album,True,producers,0.9282212257385254,0.07177876681089401,0.8564424589276314,producers,True,producers,0.9872753620147705,0.012724666856229305,0.9745506951585412,producers,True,producers,0.925233781337738,0.07476621121168137,0.8504675701260567,producers,True,producers,0.9511407017707825,0.048859283328056335,0.9022814184427261,music,True,producers,0.9709333777427673,0.029066674411296844,0.9418667033314705,producers,True,producers,0.9769148826599121,0.02308500185608864,0.9538298808038235,producers,True,producers,0.9493114948272705,0.050688497722148895,0.8986229971051216,producers,True,producers,0.6382491588592529,0.36175090074539185,0.2764982581138611,producers,True,producers,0.5683982372283936,0.43160170316696167,0.13679653406143188,producers,True,producers,0.774695098400116,0.22530491650104523,0.5493901818990707,album,True,producers,0.7689875364303589,0.2310125082731247,0.5379750281572342,album,True,producers,0.5478219985961914,0.4521780014038086,0.09564399719238281,producers,True,producers,0.554071843624115,0.4459281861782074,0.10814365744590759,album,True,producers,0.7352586984634399,0.26474136114120483,0.4705173373222351,album,True,producers,0.7746520638465881,0.22534804046154022,0.5493040233850479,producers,True,producers,0.6094221472740173,0.39057785272598267,0.21884429454803467,producers,True,producers,0.6391100287437439,0.3608899414539337,0.2782200872898102,producers,True
